JURIS NAME	FACILITY NAME	SEGMENT FROM	SEGMENT TO	DIR	WEEKDAY TRAFFIC VOLUMES																		2012 SPEED AND CONGESTION DATA											
					2007			2008			2009			2010			2011			2012			AM PEAK HOUR						PM PEAK HOUR					
NOR	VA BEACH BLVD	MONTICELLO AVE	CHURCH ST								"13,427"	5/27 - 5/28	V							"15,176"	3/13 - 3/14	V	25	24	1.14	1.18	LOW	LOW	25	25	1.14	1.14	LOW	LOW
NOR	VA BEACH BLVD	CHURCH ST	TIDEWATER DR								"13,427"	5/27 - 5/28	V							"15,176"	3/13 - 3/14	V	25	24	1.14	1.18	LOW	LOW	25	25	1.14	1.14	LOW	LOW
NOR	VA BEACH BLVD	TIDEWATER DR	PARK AVE																	"16,140"	3/13 - 3/15	V	28	26	1.17	1.25	LOW	MOD	28	24	1.16	1.34	LOW	MOD
NOR	VA BEACH BLVD	PARK AVE	BALLENTINE BLVD								"15,796"	5/27 - 5/28	V							"18,166"	3/13 - 3/15	V	30	31	1.09	1.04	LOW	LOW	29	31	1.12	1.05	LOW	LOW
NOR	VA BEACH BLVD	BALLENTINE BLVD	INGLESIDE RD																	"32,142"	3/13 - 3/15	V	29	28	1.11	1.18	LOW	LOW	29	30	1.10	1.12	LOW	LOW
NOR	VA BEACH BLVD	INGLESIDE RD	AZALEA GARDEN RD																	"32,142"	3/13 - 3/15	V	30	31	1.19	1.05	LOW	LOW	33	30	1.10	1.08	LOW	LOW
NOR	VA BEACH BLVD	AZALEA GARDEN RD	JETT ST																	"31,282"	3/13 - 3/15	V	33	34	1.11	1.12	LOW	LOW	33	33	1.13	1.16	LOW	LOW
NOR	VA BEACH BLVD	JETT ST	MILITARY HWY																	"31,282"	3/13 - 3/15	V	33	34	1.11	1.12	LOW	LOW	33	33	1.13	1.16	LOW	LOW
NOR	VA BEACH BLVD	MILITARY HWY	GLENROCK RD								"27,227"	5/20 - 5/21	V							"28,853"	3/13 - 3/15	V	32	34	1.12	1.07	LOW	LOW	28	31	1.28	1.17	MOD	LOW
NOR	VA BEACH BLVD	GLENROCK RD	KEMPSVILLE RD								"27,227"	5/20 - 5/21	V							"28,853"	3/13 - 3/15	V	32	34	1.12	1.07	LOW	LOW	28	31	1.28	1.17	MOD	LOW
NOR	VA BEACH BLVD	KEMPSVILLE RD	NEWTOWN RD								"29,241"	6/3 - 6/4	V							"30,166"	3/20 - 3/22	V	32	34	1.12	1.07	LOW	LOW	28	31	1.28	1.17	MOD	LOW
NOR	WESLEYAN DR	NORTHAMPTON BLVD	NCL VA BEACH								"20,585"	4/29 - 4/30	V										-	-	-	-	SEV		-	-	-	-	SEV	
NOR	WILLOW WOOD DR	GRANBY ST	TIDEWATER DR								"11,683"	5/12 - 5/13	V							"11,835"	10/10 - 10/11	V	-	-	-	-	MOD		-	-	-	-	MOD	
NOR	WILSON RD	BERKLEY AVE/CHESAPEAKE CL	INDIAN RIVER RD								"9,052"	5/13 - 5/14	V							"8,616"	5/15 - 5/16	V	21	24	1.27	1.14	MOD	LOW	22	22	1.25	1.25	MOD	MOD
NOR	WILSON RD	INDIAN RIVER RD	CAMPOSTELLA RD								"9,052"	5/13 - 5/14	V							"8,616"	5/15 - 5/16	V	21	24	1.27	1.14	MOD	LOW	22	22	1.25	1.25	MOD	MOD
POQ	EAST YORKTOWN RD	YORK CL	HUNT'S NECK RD		"4,129"	10/10 - 10/11	V							"4,114"	7/20 - 7/21	V							-	-	-	-	LOW		-	-	-	-	LOW	
POQ	EAST YORKTOWN RD	HUNT'S NECK RD	POQUOSON AVE		"8,849"	10/3 - 10/4	V							"7,860"	7/20 - 7/21	V							-	-	-	-	LOW		-	-	-	-	LOW	
POQ	LITTLE FLORIDA RD	WYTHE CREEK RD	POQUOSON AVE		"13,413"	10/2	V							"12,000"	7/20	V							-	-	-	-	MOD		-	-	-	-	MOD	
POQ	POQUOSON AVE	WYTHE CREEK RD	LITTLE FLORIDA RD		"3,592"	10/2 - 10/3	V							"3,496"	10/26 - 10/27	V							-	-	-	-	LOW		-	-	-	-	LOW	
POQ	VICTORY BLVD	YORK CL	WYTHE CREEK RD		"13,992"	10/2	V							"13,315"	7/20	V							40	39	1.20	1.25	LOW	MOD	35	38	1.36	1.30	MOD	MOD
POQ	WYTHE CREEK RD	HAMPTON CL	ALPHUS ST		"14,324"	10/3 - 10/4	V							"13,551"	7/20 - 8/26	V							35	36	1.13	1.10	LOW	LOW	35	36	1.14	1.09	LOW	LOW
POQ	WYTHE CREEK RD	ALPHUS ST	LITTLE FLORIDA RD		"15,994"	10/3 - 10/4	V																35	36	1.13	1.10	LOW	LOW	35	36	1.14	1.09	LOW	LOW
POQ	WYTHE CREEK RD	LITTLE FLORIDA RD	HUDGINS RD		"13,685"	10/3 - 10/4	V							"13,213"	7/20 - 7/21	V							-	-	-	-	LOW		-	-	-	-	LOW	
POQ	WYTHE CREEK RD	HUDGINS RD	POQUOSON AVE		"8,730"	10/3 - 10/4	V							"8,495"	7/20 - 7/21	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	AIRLINE BLVD	CHESAPEAKE CL	GREENWOOD DR											"13,191"	9/21 - 9/22	V							34	39	1.12	1.13	LOW	LOW	33	40	1.13	1.12	LOW	LOW
PORT	AIRLINE BLVD	GREENWOOD DR	ELMHURST LN											"14,071"	9/21 - 9/22	V							29	28	1.19	1.13	LOW	LOW	28	27	1.19	1.17	LOW	LOW
PORT	AIRLINE BLVD	ELMHURST LN	.55 MI E ELMHURST LN											"11,225"	9/21 - 9/22	V							29	28	1.19	1.13	LOW	LOW	28	27	1.19	1.17	LOW	LOW
PORT	AIRLINE BLVD	.55 MI E ELMHURST LN	VICTORY BLVD											"11,225"	9/21 - 9/22	V							29	28	1.19	1.13	LOW	LOW	28	27	1.19	1.17	LOW	LOW
PORT	AIRLINE BLVD	VICTORY BLVD	PORTSMOUTH BLVD											"12,787"	9/22	V							29	28	1.19	1.13	LOW	LOW	28	27	1.19	1.17	LOW	LOW
PORT	AIRLINE BLVD	PORTSMOUTH BLVD	FREDERICK BLVD											"15,982"	9/21 - 9/22	V							28	28	1.22	1.21	LOW	LOW	27	27	1.25	1.22	MOD	LOW
PORT	AIRLINE BLVD	FREDERICK BLVD	HIGH ST											"20,351"	9/21 - 9/22	V							28	23	1.15	1.25	LOW	MOD	27	24	1.19	1.21	LOW	LOW
PORT	CAVALIER BLVD	CHESAPEAKE CL	GREENWOOD DR											"10,124"	10/19 - 10/21	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	CEDAR LN	HIGH ST	W NORFOLK RD											"12,061"	10/6 - 10/7	V							32	28	1.12	1.27	LOW	MOD	31	32	1.17	1.12	LOW	LOW
PORT	CEDAR LN	W NORFOLK RD	WESTERN FREEWAY											"15,545"	10/6 - 10/7	V							32	28	1.12	1.27	LOW	MOD	31	32	1.17	1.12	LOW	LOW
PORT	CEDAR LN	WESTERN FREEWAY	S PERIMETER RD											"10,512"	11/17 - 11/18	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	CHURCHLAND BLVD	CHESAPEAKE CL	W NORFOLK RD											"13,666"	10/6 - 10/7	V							-	-	-	-	LOW		-	-	-	-	MOD	
PORT	CHURCHLAND BLVD	W NORFOLK RD	TYRE NECK RD											"9,727"	11/3 - 11/4	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	CHURCHLAND BLVD	TYRE NECK RD	HIGH ST											"10,022"	11/16 - 12/1	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	COAST GUARD BLVD	CEDAR LN	COAST GUARD BASE GATE											"3,409"	11/2 - 11/3	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	COUNTY ST	CONSTITUTION AVE	PENINSULA AVE											"4,782"	11/2 - 11/4	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	COUNTY ST	PENINSULA AVE	ELM AVE		"4,650"	10/11 - 10/12	V																-	-	-	-	LOW		-	-	-	-	LOW	
PORT	COUNTY ST	ELM AVE	EFFINGHAM ST											"5,131"	11/3 - 11/4	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	COURT ST	PAVILION DR	COUNTY ST											"8,790"	11/2 - 11/3	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	COURT ST	COUNTY ST	HIGH ST											"8,322"	11/3 - 11/17	V							-	-	-	-	LOW		-	-	-	-	MOD	
PORT	COURT ST	HIGH ST	LONDON BLVD											"4,129"	11/2 - 11/3	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	COURT ST	LONDON BLVD	CRAWFORD PKWY											"2,346"	11/3 - 11/4	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	CRAWFORD PKWY	EFFINGHAM ST	CRAWFORD ST											"2,214"	11/3 - 11/4	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	CRAWFORD ST	CRAWFORD PKWY	LONDON BLVD		"2,747"	11/21	V																-	-	-	-	LOW		-	-	-	-	LOW	
PORT	CRAWFORD ST	LONDON BLVD	HIGH ST											"5,207"	11/3 - 11/4	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	CRAWFORD ST	HIGH ST	COUNTY ST											"5,571"	11/3 - 11/4	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	CRAWFORD ST/BART ST	COUNTY ST	COURT ST											"5,562"	11/3 - 11/4	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	DEEP CREEK BLVD	VICTORY BLVD	GREENWOOD DR											"6,803"	10/12 - 10/14	V							-	-	-	-	LOW		-	-	-	-	MOD	
PORT	DEEP CREEK BLVD	GREENWOOD DR	PORTSMOUTH BLVD											"8,966"	10/12 - 10/14	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	DEEP CREEK BLVD	PORTSMOUTH BLVD	FREDERICK BLVD											"9,342"	10/12 - 10/14	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	DEEP CREEK BLVD	FREDERICK BLVD	DES MOINES AVE											"5,085"	10/12 - 10/14	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	DES MOINES AVE	DEEP CREEK BLVD	I-264		"8,878"	9/27 - 9/28	V																-	-	-	-	MOD		-	-	-	-	MOD	
PORT	EFFINGHAM ST	PORTSMOUTH BLVD	I-264											"29,345"	9/22 - 9/23	V							-	-	-	-	LOW		-	-	-	-	MOD	
PORT	EFFINGHAM ST	I-264	SOUTH ST											"38,830"	9/22 - 9/23	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	EFFINGHAM ST	SOUTH ST	HIGH ST											"28,279"	9/22 - 9/23	V							-	-	-	-	LOW		-	-	-	-	MOD	
PORT	EFFINGHAM ST	HIGH ST	LONDON BLVD											"25,149"	9/22 - 9/23	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	EFFINGHAM ST	LONDON BLVD	NORTH ST											"16,322"	10/20 - 10/21	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	EFFINGHAM ST	NORTH ST	CRAWFORD PKWY											"15,467"	10/20 - 10/21	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	EFFINGHAM ST	CRAWFORD PKWY	NAVAL MEDICAL CENTER											"15,433"	10/20 - 10/21	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	ELM AVE	LONDON BLVD	HIGH ST											"4,847"	11/3 - 11/4	V							19	21	1.32	1.09	MOD	LOW	21	20	1.14	1.13	LOW	LOW
PORT	ELM AVE	HIGH ST	COUNTY ST											"6,472"	11/3 - 11/4	V							19	21	1.32	1.09	MOD	LOW	21	20	1.14	1.13	LOW	LOW
PORT	ELM AVE	COUNTY ST	SOUTH ST											"6,227"	11/3 - 11/4	V							19	21	1.32	1.09	MOD	LOW	21	20	1.14	1.13	LOW	LOW
PORT	ELM AVE	SOUTH ST	I-264		"8,742"	9/27 - 9/28	V																22	23	1.13	1.13	LOW	LOW	23	22	1.07	1.17	LOW	LOW
PORT	ELM AVE	I-264	PORTSMOUTH BLVD		"8,742"	9/27 - 9/28	V																22	23	1.13	1.13	LOW	LOW	23	22	1.07	1.17	LOW	LOW
PORT	ELM AVE	PORTSMOUTH BLVD	GEORGE WASHINGTON HWY											"3,647"	11/3 - 11/4	V							27	31	1.24	1.08	LOW	LOW	29	31	1.13	1.08	LOW	LOW
PORT	ELM AVE	GEORGE WASHINGTON HWY	VICTORY BLVD											"5,146"	11/3 - 11/4	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	ELM AVE	VICTORY BLVD	BURTONS POINT RD											"2,782"	12/8 - 12/9	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	ELM AVE (S NORFOLK JORDAN BRIDGE)	BURTONS POINT RD	CHESAPEAKE CL		"7,248"	9/26 - 9/27	V																-	-	-	-	LOW		-	-	-	-	LOW	
PORT	ELMHURST LN	GARWOOD AVE	AIRLINE BLVD											"4,393"	11/3 - 11/4	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	ELMHURST LN	AIRLINE BLVD	PORTSMOUTH BLVD											"6,649"	11/2 - 11/3	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	FREDERICK BLVD	GEORGE WASHINGTON HWY	PORTSMOUTH BLVD											"14,464"	8/31 - 9/1	V							33	34	1.14	1.10	LOW	LOW	32	34	1.20	1.12	LOW	LOW
PORT	FREDERICK BLVD	PORTSMOUTH BLVD	DEEP CREEK BLVD											"17,672"	8/31 - 9/1	V							32	32	1.07	1.11	LOW	LOW	31	31	1.11	1.12	LOW	LOW
PORT	FREDERICK BLVD	DEEP CREEK BLVD	I-264											"24,091"	8/31 - 9/1	V							32	32	1.07	1.11	LOW	LOW	31	31	1.11	1.12	LOW	LOW
PORT	FREDERICK BLVD	I-264	TURNPIKE RD											"42,632"	11/3 - 11/4	V							27	28	1.18	1.11	LOW	LOW	27	26	1.18	1.19	LOW	LOW
PORT	FREDERICK BLVD	TURNPIKE RD	AIRLINE BLVD											"27,947"	11/2 - 11/4	V							27	28	1.18	1.11	LOW	LOW	27	26	1.18	1.19	LOW	LOW
PORT	FREDERICK BLVD	AIRLINE BLVD	HIGH ST											"18,663"	11/2 - 11/4	V							33	33	1.14	1.16	LOW	LOW	32	32	1.17	1.17	LOW	LOW
PORT	GARWOOD AVE	GREENWOOD DR	ELMHURST LN											"3,896"	11/2 - 11/3	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	GEORGE WASHINGTON HWY	CHESAPEAKE CL	VICTORY BLVD											"25,961"	11/3 - 11/4	V							31	31	1.14	1.15	LOW	LOW	29	30	1.18	1.21	LOW	LOW
PORT	GEORGE WASHINGTON HWY	VICTORY BLVD	DAVIS ST											"22,009"	9/14 - 9/16	V							33	31	1.11	1.15	LOW	LOW	30	30	1.20	1.19	LOW	LOW
PORT	GEORGE WASHINGTON HWY	DAVIS ST	GREENWOOD DR											"24,218"	9/14 - 9/16	V							33	31	1.11	1.15	LOW	LOW	30	30	1.20	1.19	LOW	LOW
PORT	GEORGE WASHINGTON HWY	GREENWOOD DR	FREDERICK BLVD											"26,076"	9/14 - 9/16	V							33	31	1.11	1.15	LOW	LOW	30	30	1.20	1.19	LOW	LOW
PORT	GEORGE WASHINGTON HWY	FREDERICK BLVD	ELM AVE											"18,527"	11/17 - 11/18	V							-	-	-	-	LOW		-	-	-	-	MOD	
PORT	GEORGE WASHINGTON HWY	ELM AVE	PORTSMOUTH BLVD											"17,405"	9/22 - 9/23	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	GREENWOOD DR	AIRLINE BLVD	I-264											"16,504"	10/19 - 10/21	V							29	27	1.01	1.00	LOW	LOW	28	27	1.02	1.02	LOW	LOW
PORT	GREENWOOD DR	I-264	CAVALIER BLVD											"14,770"	10/13 - 10/14	V							32	35	1.11	1.07	LOW	LOW	30	35	1.19	1.07	LOW	LOW
PORT	GREENWOOD DR	CAVALIER BLVD	VICTORY BLVD		"9,912"	11/27 - 11/28	V							"10,491"	10/19 - 10/21	V							33	32	1.08	1.11	LOW	LOW	32	32	1.11	1.11	LOW	LOW
PORT	GREENWOOD DR	VICTORY BLVD	INDEPENDENCE ST											"4,530"	10/19 - 10/21	V							29	26	1.11	1.17	LOW	LOW	26	26	1.21	1.18	LOW	LOW
PORT	GREENWOOD DR	INDEPENDENCE ST	DEEP CREEK BLVD											"4,645"	10/13 - 10/14	V							29	26	1.11	1.17	LOW	LOW	26	26	1.21	1.18	LOW	LOW
PORT	GREENWOOD DR	DEEP CREEK BLVD	GEORGE WASHINGTON HWY											"3,420"	10/19 - 10/21	V							29	26	1.11	1.17	LOW	LOW	26	26	1.21	1.18	LOW	LOW
PORT	HARBOR ST	TURNPIKE RD	HIGH ST											"5,258"	10/20 - 10/21	V							-	-	-	-	LOW		-	-	-	-	MOD	
PORT	HIGH ST	TYRE NECK RD	CHURCHLAND BLVD											"19,933"	9/14 - 9/16	V							30	31	1.15	1.09	LOW	LOW	29	29	1.19	1.19	LOW	LOW
PORT	HIGH ST	CHURCHLAND BLVD	CEDAR LA											"25,381"	9/14 - 9/16	V							30	31	1.15	1.09	LOW	LOW	29	29	1.19	1.19	LOW	LOW
PORT	HIGH ST	CEDAR LA	FREDERICK BLVD											"29,976"	9/14 - 9/16	V							33	33	1.16	1.14	LOW	LOW	32	32	1.17	1.17	LOW	LOW
PORT	HIGH ST	FREDERICK BLVD	AIRLINE BLVD											"14,766"	10/20 - 10/21	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	HIGH ST	AIRLINE BLVD	MT VERNON AVE											"11,988"	10/20 - 10/21	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	HIGH ST	MT VERNON AVE	M L K FWY											"12,626"	10/20 - 10/21	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	HIGH ST	M L K FWY	ELM AVE											"15,017"	11/2 - 11/3	V							-	-	-	-	LOW		-	-	-	-	MOD	
PORT	HIGH ST	ELM AVE	EFFINGHAM ST											"11,721"	11/16 - 11/17	V							-	-	-	-	LOW		-	-	-	-	MOD	
PORT	HIGH ST	EFFINGHAM ST	CRAWFORD ST											"6,974"	11/2 - 11/3	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	I-264	WCL PORTSMOUTH	GREENWOOD DR	EB							"28,920"	7/7 - 7/9	V										61	-	0.99	-	LOW	-	61	-	1.00	-	LOW	-
				WB							"29,221"	7/7 - 7/9	V										-	61	-	0.99	-	LOW	-	60	-	1.00	-	LOW
PORT	I-264	GREENWOOD DR	VICTORY BLVD	EB							"27,998"	7/7 - 7/9	V										62	-	0.99	-	LOW	-	62	-	0.99	-	LOW	-
				WB							"28,974"	7/7 - 7/9	V										-	62	-	1.00	-	LOW	-	61	-	1.01	-	LOW
PORT	I-264	VICTORY BLVD	PORTSMOUTH BLVD	EB	"32,436"	Wkdy average	V	"31,867"	Wkdy average	V	"31,993"	Wkdy average	V	"32,160"	Wkdy average	V	"31,901"	Wkdy average	V	"32,211"	Wkdy average	V	61	-	1.01	-	LOW	-	62	-	0.99	-	LOW	-
				WB	"32,067"	Wkdy average	V	"31,588"	Wkdy average	V	"31,752"	Wkdy average	V	"31,644"	Wkdy average	V	"31,459"	Wkdy average	V	"31,724"	Wkdy average	V	-	62	-	1.01	-	LOW	-	62	-	1.00	-	LOW
PORT	I-264	PORTSMOUTH BLVD	FREDERICK BLVD	EB							"33,645"	7/7 - 7/9	V										51	-	1.25	-	MOD	-	61	-	1.01	-	LOW	-
				WB							"34,682"	7/7 - 7/9	V										-	61	-	1.01	-	LOW	-	61	-	1.00	-	LOW
PORT	I-264	FREDERICK BLVD	FUTURE MLK FWY	EB							"40,864"	7/7 - 7/9	V										29	-	2.29	-	SEV	-	48	-	1.29	-	MOD	-
				WB							"39,667"	7/7 - 7/9	V										-	62	-	0.97	-	LOW	-	62	-	0.97	-	LOW
PORT	I-264	FUTURE MLK FWY	DES MOINES AVE	EB							"40,864"	7/7 - 7/9	V										29	-	2.29	-	SEV	-	48	-	1.29	-	MOD	-
				WB							"39,667"	7/7 - 7/9	V										-	62	-	0.97	-	LOW	-	62	-	0.97	-	LOW
PORT	I-264	DES MOINES AVE	EFFINGHAM ST	EB							"37,690"	7/7 - 7/9	V										15	-	3.57	-	SEV	-	17	-	3.25	-	SEV	-
				WB							"36,977"	7/7 - 7/9	V										-	60	-	1.00	-	LOW	-	60	-	1.00	-	LOW
PORT	I-264/DOWNTOWN TUNNEL	EFFINGHAM ST	NORFOLK CL	EB	"48,792"	Wkdy average	T	"47,498"	Wkdy average	T	"47,809"	Wkdy average	T	"47,124"	Wkdy average	T	"47,681"	Wkdy average	T	"46,851"	Wkdy average	T	27	-	1.70	-	SEV	-	33	-	1.42	-	SEV	-
				WB	"52,290"	Wkdy average	T	"51,585"	Wkdy average	T	"50,981"	Wkdy average	T	"50,364"	Wkdy average	T	"50,547"	Wkdy average	T	"49,934"	Wkdy average	T	-	38	-	1.30	-	SEV	-	37	-	1.35	-	SEV
PORT	LONDON BLVD	HIGH ST	MT VERNON AVE											"20,631"	10/19	V							28	23	1.15	1.25	LOW	MOD	27	24	1.19	1.21	LOW	LOW
PORT	LONDON BLVD	MT VERNON AVE	M L K FWY											"20,631"	10/19	V							35	34	1.12	1.06	LOW	LOW	35	34	1.12	1.05	LOW	LOW
PORT	LONDON BLVD	M L K FWY	ELM AVE											"28,332"	10/19 - 10/20	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	LONDON BLVD	ELM AVE	EFFINGHAM ST											"25,472"	11/2 - 11/18	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	LONDON ST	EFFINGHAM ST	CRAWFORD ST											"7,675"	10/13 - 10/14	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	MIDTOWN TUNNEL	MLK FWY/WESTERN FREEWAY	NORFOLK CL		"41,015"	Wkdy average	T	"41,280"	Wkdy average	T	"41,115"	Wkdy average	T	"40,962"	Wkdy average	T	"41,390"	Wkdy average	T	"40,803"	Wkdy average	T	26	40	1.69	0.89	SEV	LOW	29	40	1.50	0.91	SEV	LOW
PORT	M L K FREEWAY	HIGH ST	LONDON BLVD	NB	"6,518"	7/31 - 8/1	V							"5,951"	11/2 - 11/3	V							-	-	-	-	LOW		-	-	-	-	LOW	
				SB	"6,971"	7/31 - 8/1	V							"6,844"	11/2 - 11/3	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	M L K FREEWAY	LONDON BLVD	WESTERN FREEWAY/MIDTOWN TUNNEL	NB	"16,500"		V							"18,020"	Wkdy average	O	"19,748"	Wkdy average	O	"18,723"	7/17	V	30	-	1.82	-	SEV	-	39	-	1.30	-	SEV	-
				SB	"16,500"		V							"15,405"	Wkdy average	O	"18,756"	Wkdy average	O	"18,266"	7/17	V	-	48	-	1.07	-	LOW	-	48	-	1.06	-	LOW
PORT	PORTCENTRE PKWY	PORTSMOUTH BLVD	CRAWFORD ST											"9,483"	11/17 - 11/18	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	PORTSMOUTH BLVD	CHESAPEAKE CL	ELMHURST LN											"28,561"	10/19 - 10/20	V							35	35	1.04	1.08	LOW	LOW	33	33	1.12	1.13	LOW	LOW
PORT	PORTSMOUTH BLVD	ELMHURST LN	VICTORY BLVD											"21,695"	10/19 - 10/20	V							33	32	1.07	1.09	LOW	LOW	32	32	1.11	1.12	LOW	LOW
PORT	PORTSMOUTH BLVD	VICTORY BLVD	AIRLINE BLVD											"15,823"	11/3 - 11/4	V							24	31	1.13	1.01	LOW	LOW	25	29	1.08	1.09	LOW	LOW
PORT	PORTSMOUTH BLVD	AIRLINE BLVD	TURNPIKE RD											"17,093"	11/3 - 11/4	V							34	22	1.10	0.95	LOW	LOW	34	22	1.06	0.94	LOW	LOW
PORT	PORTSMOUTH BLVD	TURNPIKE RD	I-264											"12,427"	12/8 - 12/9	V							34	22	1.10	0.95	LOW	LOW	34	22	1.06	0.94	LOW	LOW
PORT	PORTSMOUTH BLVD	I-264	DEEP CREEK BLVD											"11,196"	11/17 - 11/18	V							32	32	1.23	1.17	LOW	LOW	34	33	1.16	1.15	LOW	LOW
PORT	PORTSMOUTH BLVD	DEEP CREEK BLVD	FREDERICK BLVD											"7,198"	11/2 - 11/3	V							30	25	1.03	1.20	LOW	LOW	29	27	1.03	1.12	LOW	LOW
PORT	PORTSMOUTH BLVD	FREDERICK BLVD	ELM AVE											"10,524"	11/2 - 11/3	V							32	31	1.11	1.12	LOW	LOW	28	27	1.23	1.28	LOW	MOD
PORT	PORTSMOUTH BLVD	ELM AVE	EFFINGHAM ST											"7,495"	10/6 - 10/7	V							25	23	1.17	1.09	LOW	LOW	24	26	1.21	0.98	LOW	LOW
PORT	PORTSMOUTH BLVD	EFFINGHAM ST	PORTCENTRE PKWY											"4,825"	10/6 - 10/7	V							24	25	1.24	1.08	LOW	LOW	23	26	1.29	1.05	MOD	LOW
PORT	TOWNE POINT RD	SUFFOLK CL	TWIN PINES RD											"11,036"	11/2 - 11/3	V							28	28	1.12	1.22	LOW	LOW	27	26	1.18	1.29	LOW	MOD
PORT	TOWNE POINT RD	TWIN PINES RD	WESTERN FREEWAY											"23,596"	11/3 - 11/4	V							27	28	1.18	1.17	LOW	LOW	26	26	1.22	1.22	LOW	LOW
PORT	TOWNE POINT RD	WESTERN FREEWAY	CHESAPEAKE CL											"22,234"	11/3 - 11/4	V							26	26	1.16	1.13	LOW	LOW	25	26	1.19	1.16	LOW	LOW
PORT	TURNPIKE RD	PORTSMOUTH BLVD	FREDERICK BLVD											"4,762"	11/2 - 11/3	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	TURNPIKE RD	FREDERICK BLVD	HOWARD ST											"12,066"	11/2 - 11/3	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	TURNPIKE RD	HOWARD ST	HARBOR DR											"9,992"	11/2 - 11/3	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	TURNPIKE RD	HARBOR DR	COUNTY ST											"9,992"	11/2 - 11/3	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	TWIN PINES RD	TOWNE POINT RD	HEDGEROW LN											"10,018"	10/6 - 10/7	V							-	-	-	-	LOW		-	-	-	-	LOW	
PORT	TYRE NECK RD	CHESAPEAKE CL	HIGH ST											"11,172"	11/3 - 11/4	V							-	-	-	-	MOD		-	-	-	-	SEV	
PORT	TYRE NECK RD	HIGH ST	CHURCHLAND BLVD											"5,392"	11/3 - 11/4	V							-	-	-	-	MOD		-	-	-	-	MOD	
PORT	TYRE NECK RD	CHURCHLAND BLVD	WEST NORFOLK RD											"3,505"	11/3 - 11/4	V							-	-	-	-	LOW		-	-	-	-	MOD	
PORT	VICTORY BLVD	PORTSMOUTH BLVD	AIRLINE BLVD											"8,248"	10/19 - 10/20	V							24	25	1.08	1.02	LOW	LOW	22	26	1.18	0.96	LOW	LOW
PORT	VICTORY BLVD	AIRLINE BLVD	I-264											"29,330"	10/19 - 10/20	V							25	27	0.98	1.05	LOW	LOW	24	26	1.05	1.09	LOW	LOW
PORT	VICTORY BLVD	I-264	GREENWOOD DR		"21,206"	11/13 - 11/14	V							"22,534"	10/19 - 10/20	V							30	29	1.12	1.18	LOW	LOW	28	29	1.21	1.18	LOW	LOW
PORT	VICTORY BLVD	GREENWOOD DR	DEEP CREEK BLVD											"15,788"	10/19 - 10/20	V							31	31	1.14	1.17	LOW	LOW	29	30	1.22	1.22	LOW	LOW
PORT	VICTORY BLVD	DEEP CREEK BLVD	GEORGE WASHINGTON HWY											"16,660"	10/19 - 10/20	V							31	31	1.14	1.17	LOW	LOW	29	30	1.22	1.22	LOW	LOW
